City,Month,Hour,GHI,Temperature,Humidity
Karachi,12,1,0.0,18.934139784946236,61.08763440860215
Karachi,12,2,0.0,18.286827956989246,61.70618279569893
Karachi,12,3,0.0,17.673655913978497,62.31532258064516
Karachi,12,4,0.0,17.227150537634408,62.21182795698925
Karachi,12,5,0.0,16.797043010752688,62.69381720430107
Karachi,12,6,0.0,16.38198924731183,63.23521505376344
Karachi,12,7,21.94489247311828,16.229569892473116,62.95215053763441
Karachi,12,8,161.32500000000002,17.76317204301075,58.79838709677419
Karachi,12,9,345.2110215053763,20.6747311827957,52.1755376344086
Karachi,12,10,508.7962365591398,23.48494623655914,44.90752688172043
Karachi,12,11,614.8000000000001,25.572580645161292,38.27096774193548
Karachi,12,12,652.0379032258064,27.01935483870968,33.3502688172043
Karachi,12,13,615.7411290322581,27.919354838709676,31.075806451612905
Karachi,12,14,519.7239247311828,28.353494623655912,30.32150537634409
Karachi,12,15,370.92016129032254,28.04811827956989,32.35564516129032
Karachi,12,16,191.4540322580645,27.06478494623656,36.19274193548387
Karachi,12,17,38.03951612903226,25.480376344086025,41.505376344086024
Karachi,12,18,0.0,24.05,46.70295698924731
Karachi,12,19,0.0,23.246236559139785,50.675
Karachi,12,20,0.0,22.531720430107526,53.56612903225806
Karachi,12,21,0.0,21.76424731182796,56.16236559139785
Karachi,12,22,0.0,21.081451612903226,57.986827956989245
Karachi,12,23,0.0,20.279301075268815,58.76827956989247
Lahore,1,0,0.00022522522522522523,10.179054054054054,93.54639639639639
Lahore,1,1,0.0006756756756756756,9.800225225225226,94.03400900900901
Lahore,1,2,0.0033783783783783786,9.462612612612611,94.41599099099099
Lahore,1,3,0.011711711711711712,9.171846846846847,95.15945945945947
Lahore,1,4,0.005405405405405407,8.912387387387387,95.65698198198197
Lahore,1,5,0.006531531531531532,8.676126126126126,95.99842342342343
Lahore,1,6,0.0038288288288288288,8.458558558558558,96.25292792792793
Lahore,1,7,16.68211920529801,8.44083885209713,96.07836644591612
Lahore,1,8,98.88775100401607,9.443975903614458,94.40401606425702
Lahore,1,9,202.79643527204502,11.423639774859287,89.70956848030018
Lahore,1,10,295.10055452865066,13.182624768946395,83.57707948243993
Lahore,1,11,355.2661111111111,14.529074074074074,78.16722222222222
Lahore,1,12,378.3339517625232,15.625417439703154,73.57996289424861
Lahore,1,13,366.5933085501859,16.36877323420074,70.3364312267658
Lahore,1,14,308.40910780669145,16.92174721189591,67.87063197026022
Lahore,1,15,199.57794392523363,16.848037383177573,68.45401869158879
Lahore,1,16,82.74478527607361,15.97034764826176,72.85337423312885
Lahore,1,17,6.826406926406927,14.303896103896102,80.01796536796537
Lahore,1,18,0.0,13.222510822510824,83.91883116883118
Lahore,1,19,0.0,12.520129870129871,86.39761904761905
Lahore,1,20,0.0,12.001298701298703,88.1103896103896
Lahore,1,21,0.0,11.487527352297594,89.89824945295405
Lahore,1,22,0.0,11.030263157894737,91.5486842105263
Lahore,1,23,0.0,10.594690265486726,92.68827433628319
Lahore,2,0,0.0,13.822745098039217,85.85254901960785
Lahore,2,1,0.000588235294117647,13.192549019607842,87.96549019607843
Lahore,2,2,0.00019607843137254904,12.68313725490196,89.63098039215687
Lahore,2,3,0.0005882352941176471,12.257450980392157,90.25254901960786
Lahore,2,4,0.0,11.824901960784313,91.18882352941176
Lahore,2,5,0.0003921568627450981,11.377843137254901,92.07294117647058
Lahore,2,6,0.5803921568627451,10.952156862745099,93.23490196078431
Lahore,2,7,51.15411764705882,11.179019607843138,92.51215686274509
Lahore,2,8,191.3186274509804,13.305098039215688,87.54529411764706
Lahore,2,9,360.3798039215686,16.160980392156862,78.87647058823529
Lahore,2,10,491.9237254901961,18.49823529411765,70.69196078431372
Lahore,2,11,581.6809803921568,20.33137254901961,62.929607843137255
Lahore,2,12,601.6266666666667,21.564901960784315,57.54588235294118
Lahore,2,13,572.1890196078432,22.26764705882353,54.16843137254902
Lahore,2,14,473.22725490196075,22.62529411764706,53.1456862745098
Lahore,2,15,337.0458823529412,22.507450980392157,53.993529411764705
Lahore,2,16,174.50745098039215,21.816666666666666,58.7413725490196
Lahore,2,17,36.6613725490196,20.079607843137257,67.2743137254902
Lahore,2,18,0.036078431372549014,18.21372549019608,73.33058823529412
Lahore,2,19,0.009019607843137253,17.196862745098038,76.49745098039214
Lahore,2,20,0.010392156862745097,16.475294117647056,78.57921568627451
Lahore,2,21,0.0003921568627450981,15.792745098039216,80.54274509803922
Lahore,2,22,0.004901960784313725,15.14372549019608,82.22941176470589
Lahore,2,23,0.0,14.535686274509803,84.21039215686275
Lahore,3,0,0.0,17.312878787878788,85.34829545454545
Lahore,3,1,0.0005681818181818182,16.75492424242424,86.69981060606061
Lahore,3,2,0.005871212121212121,16.287310606060608,87.83333333333333
Lahore,3,3,0.0020833333333333333,15.810795454545456,89.325
Lahore,3,4,0.0071969696969696965,15.421401515151516,90.32443181818182
Lahore,3,5,0.004166666666666667,15.077083333333333,91.26685606060606
Lahore,3,6,17.953030303030303,14.986174242424243,91.30492424242425
Lahore,3,7,130.64753787878786,16.326704545454547,87.9935606060606
Lahore,3,8,291.89053030303035,18.893560606060603,80.44450757575757
Lahore,3,9,450.1818181818182,21.189393939393938,72.55833333333334
Lahore,3,10,581.7649621212122,23.069696969696967,65.7221590909091
Lahore,3,11,664.6125703564728,24.452720450281426,60.53489681050657
Lahore,3,12,693.9573033707866,25.560112359550562,56.47041198501873
Lahore,3,13,658.4827715355805,26.21928838951311,53.64700374531835
Lahore,3,14,553.7297752808989,26.442322097378277,52.937453183520596
Lahore,3,15,401.7833333333333,26.2,53.92771535580525
Lahore,3,16,236.62191011235956,25.46292134831461,57.82116104868914
Lahore,3,17,81.90131086142323,24.136516853932584,64.68277153558053
Lahore,3,18,3.05749063670412,22.26535580524345,70.82584269662921
Lahore,3,19,0.0016853932584269663,21.143445692883894,74.18220973782772
Lahore,3,20,0.0005681818181818182,20.362689393939394,76.78162878787879
Lahore,3,21,0.0005681818181818183,19.6375,79.0909090909091
Lahore,3,22,0.0,18.868939393939392,81.45378787878788
Lahore,3,23,0.0,18.184280303030302,83.49848484848485
Lahore,4,0,0.0,23.30796296296296,64.06555555555556
Lahore,4,1,0.0,22.63296296296296,66.0087037037037
Lahore,4,2,0.0,21.95259259259259,68.21407407407408
Lahore,4,3,0.0005555555555555556,21.404444444444444,70.00555555555556
Lahore,4,4,0.0,20.886481481481482,71.44666666666666
Lahore,4,5,2.562037037037037,20.43537037037037,73.0698148148148
Lahore,4,6,72.04425925925926,20.930185185185184,72.22907407407406
Lahore,4,7,234.03240740740742,23.303703703703704,66.65444444444445
Lahore,4,8,425.42351851851856,26.39574074074074,56.462037037037035
Lahore,4,9,581.7025925925926,29.040925925925926,48.36666666666667
